============================================================
连续 SAM 检测器调参
Host:                 usmidet-com-prod-com018.aptiv.com
Job ID:               33027858
Array ID:             7
Python:               .venv/bin/python
Install deps:         0
Environment:          0.030 / 0.016 / 0.08
Timesteps:            300000
Episodes:             300
Seed:                 42
Threshold:            18
Decay:                0.02
Warmup steps:         40
Cooldown steps:       160
Switch margin:        1.25
Noise variance:       0.0005
Max normalized error: 8
Start time:           2026-05-14 01:41:15
============================================================
============================================================
连续 OPS-DeMo sweep 单任务
{
  "experiment_name": "continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p02_wu40_cd160_mg1p25_nv0p0005_mx8_oufalse",
  "interceptor_max_speed": 0.03,
  "intruder_max_speed": 0.016,
  "collision_radius": 0.08,
  "total_timesteps": 300000,
  "seed": 42,
  "episodes": 300,
  "detector_threshold": 18.0,
  "detector_decay": 0.02,
  "sam_warmup_steps": 40,
  "sam_cooldown_steps": 160,
  "sam_switch_margin": 1.25,
  "sam_max_normalized_error": 8.0,
  "sam_noise_variance": 0.0005,
  "sam_mc_passes": null,
  "sam_sample_steps": null,
  "sam_epochs": null,
  "sam_online_updates": "false"
}
============================================================
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    iterations           | 147         |
|    time_elapsed         | 164         |
|    total_timesteps      | 301056      |
| train/                  |             |
|    approx_kl            | 0.004611196 |
|    clip_fraction        | 0.0353      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.43        |
|    n_updates            | 1460        |
|    policy_gradient_loss | -0.00301    |
|    std                  | 0.902       |
|    value_loss           | 9.5         |
-----------------------------------------
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 38.5     |
|    ep_rew_mean     | -105     |
| time/              |          |
|    fps             | 2275     |
|    iterations      | 1        |
|    time_elapsed    | 0        |
|    total_timesteps | 2048     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.9        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 2063        |
|    iterations           | 2           |
|    time_elapsed         | 1           |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.004354302 |
|    clip_fraction        | 0.0157      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0.0019      |
|    learning_rate        | 0.0003      |
|    loss                 | 978         |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.00448    |
|    std                  | 0.999       |
|    value_loss           | 2.03e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.8        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 2002        |
|    iterations           | 3           |
|    time_elapsed         | 3           |
|    total_timesteps      | 6144        |
| train/                  |             |
|    approx_kl            | 0.004821105 |
|    clip_fraction        | 0.0147      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0.00148     |
|    learning_rate        | 0.0003      |
|    loss                 | 847         |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.00524    |
|    std                  | 1           |
|    value_loss           | 1.8e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.6         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1964         |
|    iterations           | 4            |
|    time_elapsed         | 4            |
|    total_timesteps      | 8192         |
| train/                  |              |
|    approx_kl            | 0.0009118988 |
|    clip_fraction        | 0.000586     |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | -0.00654     |
|    learning_rate        | 0.0003       |
|    loss                 | 766          |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00137     |
|    std                  | 1.01         |
|    value_loss           | 1.7e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 35.9          |
|    ep_rew_mean          | -105          |
| time/                   |               |
|    fps                  | 1887          |
|    iterations           | 5             |
|    time_elapsed         | 5             |
|    total_timesteps      | 10240         |
| train/                  |               |
|    approx_kl            | 0.00050500984 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.85         |
|    explained_variance   | -0.0051       |
|    learning_rate        | 0.0003        |
|    loss                 | 862           |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.0008       |
|    std                  | 1             |
|    value_loss           | 1.69e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.2         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1853         |
|    iterations           | 6            |
|    time_elapsed         | 6            |
|    total_timesteps      | 12288        |
| train/                  |              |
|    approx_kl            | 0.0024223975 |
|    clip_fraction        | 0.00186      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | -0.0104      |
|    learning_rate        | 0.0003       |
|    loss                 | 711          |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.00262     |
|    std                  | 0.998        |
|    value_loss           | 1.6e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.6         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1834         |
|    iterations           | 7            |
|    time_elapsed         | 7            |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0031834985 |
|    clip_fraction        | 0.00532      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -0.00119     |
|    learning_rate        | 0.0003       |
|    loss                 | 665          |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00307     |
|    std                  | 0.988        |
|    value_loss           | 1.35e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 34.9         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1832         |
|    iterations           | 8            |
|    time_elapsed         | 8            |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0016208679 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | -0.0122      |
|    learning_rate        | 0.0003       |
|    loss                 | 710          |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00156     |
|    std                  | 0.984        |
|    value_loss           | 1.38e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.7         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1830         |
|    iterations           | 9            |
|    time_elapsed         | 10           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0034013311 |
|    clip_fraction        | 0.0064       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | -0.00442     |
|    learning_rate        | 0.0003       |
|    loss                 | 621          |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00294     |
|    std                  | 0.986        |
|    value_loss           | 1.36e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.8        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 1820        |
|    iterations           | 10          |
|    time_elapsed         | 11          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.004087201 |
|    clip_fraction        | 0.0153      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | -0.00391    |
|    learning_rate        | 0.0003      |
|    loss                 | 599         |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00348    |
|    std                  | 0.988       |
|    value_loss           | 1.27e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.9         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1811         |
|    iterations           | 11           |
|    time_elapsed         | 12           |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0043243654 |
|    clip_fraction        | 0.0133       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.00138      |
|    learning_rate        | 0.0003       |
|    loss                 | 506          |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00371     |
|    std                  | 0.986        |
|    value_loss           | 1.09e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.3         |
|    ep_rew_mean          | -103         |
| time/                   |              |
|    fps                  | 1789         |
|    iterations           | 12           |
|    time_elapsed         | 13           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0020267402 |
|    clip_fraction        | 0.00288      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -0.00174     |
|    learning_rate        | 0.0003       |
|    loss                 | 464          |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.992        |
|    value_loss           | 1.1e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.7         |
|    ep_rew_mean          | -104         |
| time/                   |              |
|    fps                  | 1770         |
|    iterations           | 13           |
|    time_elapsed         | 15           |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0035907293 |
|    clip_fraction        | 0.0119       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -0.00111     |
|    learning_rate        | 0.0003       |
|    loss                 | 569          |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.0029      |
|    std                  | 0.994        |
|    value_loss           | 1.19e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.7        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 1765        |
|    iterations           | 14          |
|    time_elapsed         | 16          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.002548718 |
|    clip_fraction        | 0.0041      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -0.00309    |
|    learning_rate        | 0.0003      |
|    loss                 | 414         |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00238    |
|    std                  | 0.998       |
|    value_loss           | 942         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.6         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1770         |
|    iterations           | 15           |
|    time_elapsed         | 17           |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0059355525 |
|    clip_fraction        | 0.0262       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0.000849     |
|    learning_rate        | 0.0003       |
|    loss                 | 376          |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00581     |
|    std                  | 0.995        |
|    value_loss           | 927          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.8        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 1774        |
|    iterations           | 16          |
|    time_elapsed         | 18          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.003205661 |
|    clip_fraction        | 0.00493     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -0.00307    |
|    learning_rate        | 0.0003      |
|    loss                 | 445         |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00239    |
|    std                  | 0.995       |
|    value_loss           | 941         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.3        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 1776        |
|    iterations           | 17          |
|    time_elapsed         | 19          |
|    total_timesteps      | 34816       |
| train/                  |             |
|    approx_kl            | 0.002720342 |
|    clip_fraction        | 0.00562     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -0.00216    |
|    learning_rate        | 0.0003      |
|    loss                 | 388         |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00201    |
|    std                  | 0.995       |
|    value_loss           | 884         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36           |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1779         |
|    iterations           | 18           |
|    time_elapsed         | 20           |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0034254028 |
|    clip_fraction        | 0.00889      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -0.00197     |
|    learning_rate        | 0.0003       |
|    loss                 | 399          |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00274     |
|    std                  | 0.994        |
|    value_loss           | 888          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.2        |
|    ep_rew_mean          | -105        |
| time/                   |             |
|    fps                  | 1782        |
|    iterations           | 19          |
|    time_elapsed         | 21          |
|    total_timesteps      | 38912       |
| train/                  |             |
|    approx_kl            | 0.004458406 |
|    clip_fraction        | 0.0157      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.82       |
|    explained_variance   | -0.00178    |
|    learning_rate        | 0.0003      |
|    loss                 | 357         |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00339    |
|    std                  | 0.991       |
|    value_loss           | 730         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.6        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1786        |
|    iterations           | 20          |
|    time_elapsed         | 22          |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.004765588 |
|    clip_fraction        | 0.0318      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | 0.000122    |
|    learning_rate        | 0.0003      |
|    loss                 | 346         |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00496    |
|    std                  | 0.98        |
|    value_loss           | 707         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38.2        |
|    ep_rew_mean          | -103        |
| time/                   |             |
|    fps                  | 1789        |
|    iterations           | 21          |
|    time_elapsed         | 24          |
|    total_timesteps      | 43008       |
| train/                  |             |
|    approx_kl            | 0.004459638 |
|    clip_fraction        | 0.0167      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.0024      |
|    learning_rate        | 0.0003      |
|    loss                 | 256         |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00366    |
|    std                  | 0.972       |
|    value_loss           | 653         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.3         |
|    ep_rew_mean          | -103         |
| time/                   |              |
|    fps                  | 1791         |
|    iterations           | 22           |
|    time_elapsed         | 25           |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0028317608 |
|    clip_fraction        | 0.00669      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.0013       |
|    learning_rate        | 0.0003       |
|    loss                 | 336          |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00188     |
|    std                  | 0.959        |
|    value_loss           | 701          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.6        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1794        |
|    iterations           | 23          |
|    time_elapsed         | 26          |
|    total_timesteps      | 47104       |
| train/                  |             |
|    approx_kl            | 0.006264178 |
|    clip_fraction        | 0.0568      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.00166     |
|    learning_rate        | 0.0003      |
|    loss                 | 264         |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00659    |
|    std                  | 0.96        |
|    value_loss           | 540         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.3        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1797        |
|    iterations           | 24          |
|    time_elapsed         | 27          |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.004626994 |
|    clip_fraction        | 0.0277      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.000306    |
|    learning_rate        | 0.0003      |
|    loss                 | 277         |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00448    |
|    std                  | 0.957       |
|    value_loss           | 546         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.4         |
|    ep_rew_mean          | -106         |
| time/                   |              |
|    fps                  | 1799         |
|    iterations           | 25           |
|    time_elapsed         | 28           |
|    total_timesteps      | 51200        |
| train/                  |              |
|    approx_kl            | 0.0045138923 |
|    clip_fraction        | 0.024        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.74        |
|    explained_variance   | -0.000128    |
|    learning_rate        | 0.0003       |
|    loss                 | 263          |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00367     |
|    std                  | 0.953        |
|    value_loss           | 502          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42.2         |
|    ep_rew_mean          | -106         |
| time/                   |              |
|    fps                  | 1801         |
|    iterations           | 26           |
|    time_elapsed         | 29           |
|    total_timesteps      | 53248        |
| train/                  |              |
|    approx_kl            | 0.0037630745 |
|    clip_fraction        | 0.0268       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.0016       |
|    learning_rate        | 0.0003       |
|    loss                 | 229          |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00372     |
|    std                  | 0.954        |
|    value_loss           | 439          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.9        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1804        |
|    iterations           | 27          |
|    time_elapsed         | 30          |
|    total_timesteps      | 55296       |
| train/                  |             |
|    approx_kl            | 0.004364118 |
|    clip_fraction        | 0.026       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.74       |
|    explained_variance   | 0.000217    |
|    learning_rate        | 0.0003      |
|    loss                 | 219         |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00401    |
|    std                  | 0.953       |
|    value_loss           | 409         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.4         |
|    ep_rew_mean          | -106         |
| time/                   |              |
|    fps                  | 1805         |
|    iterations           | 28           |
|    time_elapsed         | 31           |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0050771525 |
|    clip_fraction        | 0.0243       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.74        |
|    explained_variance   | -0.000408    |
|    learning_rate        | 0.0003       |
|    loss                 | 216          |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.0044      |
|    std                  | 0.948        |
|    value_loss           | 431          |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 40.9       |
|    ep_rew_mean          | -106       |
| time/                   |            |
|    fps                  | 1807       |
|    iterations           | 29         |
|    time_elapsed         | 32         |
|    total_timesteps      | 59392      |
| train/                  |            |
|    approx_kl            | 0.00636099 |
|    clip_fraction        | 0.0438     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.71      |
|    explained_variance   | 0.000256   |
|    learning_rate        | 0.0003     |
|    loss                 | 162        |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.00617   |
|    std                  | 0.933      |
|    value_loss           | 383        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42.9         |
|    ep_rew_mean          | -104         |
| time/                   |              |
|    fps                  | 1809         |
|    iterations           | 30           |
|    time_elapsed         | 33           |
|    total_timesteps      | 61440        |
| train/                  |              |
|    approx_kl            | 0.0063991863 |
|    clip_fraction        | 0.0543       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.000598     |
|    learning_rate        | 0.0003       |
|    loss                 | 153          |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00715     |
|    std                  | 0.919        |
|    value_loss           | 341          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.9        |
|    ep_rew_mean          | -104        |
| time/                   |             |
|    fps                  | 1811        |
|    iterations           | 31          |
|    time_elapsed         | 35          |
|    total_timesteps      | 63488       |
| train/                  |             |
|    approx_kl            | 0.005401904 |
|    clip_fraction        | 0.0318      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.000509    |
|    learning_rate        | 0.0003      |
|    loss                 | 203         |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00338    |
|    std                  | 0.911       |
|    value_loss           | 417         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 44.3         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1812         |
|    iterations           | 32           |
|    time_elapsed         | 36           |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0050588883 |
|    clip_fraction        | 0.0319       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.00362      |
|    learning_rate        | 0.0003       |
|    loss                 | 185          |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.00369     |
|    std                  | 0.911        |
|    value_loss           | 319          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.9         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1814         |
|    iterations           | 33           |
|    time_elapsed         | 37           |
|    total_timesteps      | 67584        |
| train/                  |              |
|    approx_kl            | 0.0061554844 |
|    clip_fraction        | 0.0448       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.000984     |
|    learning_rate        | 0.0003       |
|    loss                 | 215          |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00552     |
|    std                  | 0.922        |
|    value_loss           | 377          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.9         |
|    ep_rew_mean          | -107         |
| time/                   |              |
|    fps                  | 1815         |
|    iterations           | 34           |
|    time_elapsed         | 38           |
|    total_timesteps      | 69632        |
| train/                  |              |
|    approx_kl            | 0.0053426074 |
|    clip_fraction        | 0.0417       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.000265     |
|    learning_rate        | 0.0003       |
|    loss                 | 133          |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.00479     |
|    std                  | 0.93         |
|    value_loss           | 233          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.2         |
|    ep_rew_mean          | -106         |
| time/                   |              |
|    fps                  | 1817         |
|    iterations           | 35           |
|    time_elapsed         | 39           |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0045436705 |
|    clip_fraction        | 0.0324       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.00134      |
|    learning_rate        | 0.0003       |
|    loss                 | 109          |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00484     |
|    std                  | 0.921        |
|    value_loss           | 256          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 41.3         |
|    ep_rew_mean          | -104         |
| time/                   |              |
|    fps                  | 1818         |
|    iterations           | 36           |
|    time_elapsed         | 40           |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0061585396 |
|    clip_fraction        | 0.0565       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.00405     |
|    learning_rate        | 0.0003       |
|    loss                 | 131          |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00699     |
|    std                  | 0.921        |
|    value_loss           | 234          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 44.1         |
|    ep_rew_mean          | -102         |
| time/                   |              |
|    fps                  | 1819         |
|    iterations           | 37           |
|    time_elapsed         | 41           |
|    total_timesteps      | 75776        |
| train/                  |              |
|    approx_kl            | 0.0043601347 |
|    clip_fraction        | 0.0581       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.000925     |
|    learning_rate        | 0.0003       |
|    loss                 | 140          |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00272     |
|    std                  | 0.922        |
|    value_loss           | 332          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45.9        |
|    ep_rew_mean          | -104        |
| time/                   |             |
|    fps                  | 1820        |
|    iterations           | 38          |
|    time_elapsed         | 42          |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.006602764 |
|    clip_fraction        | 0.094       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.0103      |
|    learning_rate        | 0.0003      |
|    loss                 | 183         |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00747    |
|    std                  | 0.917       |
|    value_loss           | 311         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.8         |
|    ep_rew_mean          | -106         |
| time/                   |              |
|    fps                  | 1822         |
|    iterations           | 39           |
|    time_elapsed         | 43           |
|    total_timesteps      | 79872        |
| train/                  |              |
|    approx_kl            | 0.0036402592 |
|    clip_fraction        | 0.0111       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.0505       |
|    learning_rate        | 0.0003       |
|    loss                 | 97.2         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00166     |
|    std                  | 0.913        |
|    value_loss           | 204          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.3        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1823        |
|    iterations           | 40          |
|    time_elapsed         | 44          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.006814057 |
|    clip_fraction        | 0.0397      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00489    |
|    learning_rate        | 0.0003      |
|    loss                 | 93.7        |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00399    |
|    std                  | 0.909       |
|    value_loss           | 187         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.5        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1824        |
|    iterations           | 41          |
|    time_elapsed         | 46          |
|    total_timesteps      | 83968       |
| train/                  |             |
|    approx_kl            | 0.005057572 |
|    clip_fraction        | 0.0335      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.0267      |
|    learning_rate        | 0.0003      |
|    loss                 | 75.4        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0049     |
|    std                  | 0.904       |
|    value_loss           | 163         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 43.2       |
|    ep_rew_mean          | -104       |
| time/                   |            |
|    fps                  | 1825       |
|    iterations           | 42         |
|    time_elapsed         | 47         |
|    total_timesteps      | 86016      |
| train/                  |            |
|    approx_kl            | 0.00659357 |
|    clip_fraction        | 0.0498     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.63      |
|    explained_variance   | 0.0663     |
|    learning_rate        | 0.0003     |
|    loss                 | 67.2       |
|    n_updates            | 410        |
|    policy_gradient_loss | -0.00567   |
|    std                  | 0.902      |
|    value_loss           | 154        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.9         |
|    ep_rew_mean          | -105         |
| time/                   |              |
|    fps                  | 1826         |
|    iterations           | 43           |
|    time_elapsed         | 48           |
|    total_timesteps      | 88064        |
| train/                  |              |
|    approx_kl            | 0.0041163964 |
|    clip_fraction        | 0.0281       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.63        |
